quote_date,paper,exch,open,high,low,close,volume,value
20141215,MROX-B,Stockholm,11.65,11.65,11.65,11.65,850,9902
20141212,MROX-B,Stockholm,12.10,12.50,11.60,12.00,11054,133447
20141211,MROX-B,Stockholm,12.10,12.10,12.00,12.00,600,7240
20141210,MROX-B,Stockholm,12.10,12.10,12.00,12.00,3200,38420
20141209,MROX-B,Stockholm,12.10,12.10,12.10,12.10,1490,18029
20141208,MROX-B,Stockholm,12.10,12.10,12.00,12.10,2500,30171
20141205,MROX-B,Stockholm,11.90,12.10,11.90,12.10,8250,99418
20141203,MROX-B,Stockholm,11.30,11.90,11.00,11.90,20100,232655
20141202,MROX-B,Stockholm,11.20,11.20,10.75,11.00,3400,37675
20141201,MROX-B,Stockholm,10.70,11.40,10.70,11.20,13196,144215
20141128,MROX-B,Stockholm,11.30,11.50,11.00,11.50,4826,54147
20141127,MROX-B,Stockholm,11.50,11.50,11.10,11.50,3253,36993
20141126,MROX-B,Stockholm,11.50,11.50,11.50,11.50,3000,34500
20141125,MROX-B,Stockholm,11.30,11.35,11.00,11.30,10754,121481
20141124,MROX-B,Stockholm,11.05,11.40,11.05,11.10,12405,140114
20141121,MROX-B,Stockholm,11.50,11.50,11.40,11.40,1400,16000
20141120,MROX-B,Stockholm,11.30,11.60,11.30,11.60,4000,45500
20141119,MROX-B,Stockholm,11.20,11.60,11.15,11.30,19160,215734
20141118,MROX-B,Stockholm,11.20,11.20,11.15,11.15,5280,58972
20141117,MROX-B,Stockholm,11.60,11.60,11.60,11.60,3340,38744
20141114,MROX-B,Stockholm,11.60,11.60,11.20,11.20,1300,14960
20141113,MROX-B,Stockholm,11.50,11.60,11.30,11.60,8740,100642
20141112,MROX-B,Stockholm,12.00,12.00,11.50,11.50,10820,125274
20141111,MROX-B,Stockholm,12.00,12.00,11.50,11.95,13959,165208
20141110,MROX-B,Stockholm,14.20,14.20,11.45,12.25,15448,196491
20141107,MROX-B,Stockholm,13.05,13.70,13.05,13.50,10971,147698
20141106,MROX-B,Stockholm,12.90,13.00,12.90,13.00,9410,122329
20141105,MROX-B,Stockholm,13.30,13.30,13.30,13.30,3449,45871
20141104,MROX-B,Stockholm,13.30,13.30,13.30,13.30,1031,13712
20141103,MROX-B,Stockholm,12.50,13.30,12.50,13.30,2250,28425
20141031,MROX-B,Stockholm,12.60,13.00,12.60,13.00,5500,71100
20141030,MROX-B,Stockholm,12.50,12.90,12.50,12.60,11550,145775
20141029,MROX-B,Stockholm,13.00,13.00,12.50,12.50,46906,591290
20141028,MROX-B,Stockholm,13.00,13.00,12.60,12.60,14300,183800
20141027,MROX-B,Stockholm,12.90,13.00,12.90,13.00,1100,14299
20141024,MROX-B,Stockholm,13.00,13.75,13.00,13.00,13000,170095
20141023,MROX-B,Stockholm,13.00,13.00,13.00,13.00,7300,94900
20141021,MROX-B,Stockholm,13.35,13.50,13.35,13.50,2850,38368
20141017,MROX-B,Stockholm,12.80,13.40,12.80,13.40,12170,156800
20141015,MROX-B,Stockholm,12.80,12.95,12.80,12.95,3750,48075
20141014,MROX-B,Stockholm,12.90,13.80,12.80,13.00,8164,105549
20141013,MROX-B,Stockholm,12.50,12.90,12.50,12.90,2650,33540
20141010,MROX-B,Stockholm,13.00,13.30,12.95,12.95,18661,242652
20141009,MROX-B,Stockholm,13.20,13.50,12.80,13.50,8456,110287
20141008,MROX-B,Stockholm,12.25,14.50,12.25,14.40,2446,32763
20141007,MROX-B,Stockholm,13.90,14.70,13.50,14.70,575,8070
20141006,MROX-B,Stockholm,15.00,15.00,14.30,14.30,2529,37564
20141002,MROX-B,Stockholm,14.35,15.30,14.35,15.30,1030,15255
20140929,MROX-B,Stockholm,15.50,15.50,15.50,15.50,100,1550
20140926,MROX-B,Stockholm,15.50,15.50,14.80,14.80,2100,31235
20140924,MROX-B,Stockholm,14.70,15.70,14.70,15.60,2900,43530
20140923,MROX-B,Stockholm,15.70,15.70,15.20,15.20,900,13683
20140922,MROX-B,Stockholm,15.60,15.60,15.60,15.60,1000,15600
20140919,MROX-B,Stockholm,15.70,15.70,15.60,15.60,2750,43125
20140918,MROX-B,Stockholm,15.20,15.20,15.20,15.20,65,988
20140916,MROX-B,Stockholm,15.10,15.90,15.10,15.90,3801,60177
20140910,MROX-B,Stockholm,15.60,16.00,15.60,16.00,4000,63439
20140908,MROX-B,Stockholm,14.80,15.80,14.70,15.60,1580,23805
20140905,MROX-B,Stockholm,15.40,15.40,15.40,15.40,1200,18480
20140903,MROX-B,Stockholm,15.80,16.00,15.20,16.00,1410,22250
20140902,MROX-B,Stockholm,15.30,15.80,15.30,15.80,3300,51240
20140901,MROX-B,Stockholm,15.20,15.40,15.20,15.40,2700,41420
20140829,MROX-B,Stockholm,15.20,16.00,15.20,15.90,251,3886
20140828,MROX-B,Stockholm,15.50,15.90,15.50,15.90,3000,47638
20140827,MROX-B,Stockholm,15.50,15.50,15.50,15.50,1500,23250
20140826,MROX-B,Stockholm,16.20,16.20,15.90,16.00,15607,249777
20140825,MROX-B,Stockholm,17.10,17.30,16.10,17.30,8600,142055
20140822,MROX-B,Stockholm,18.30,18.30,17.00,17.30,2090,36357
20140821,MROX-B,Stockholm,18.40,18.40,18.30,18.30,1860,34173
20140820,MROX-B,Stockholm,16.80,17.00,16.80,17.00,3029,51187
20140819,MROX-B,Stockholm,15.90,16.80,15.90,16.80,2390,38242
20140814,MROX-B,Stockholm,16.90,16.90,16.90,16.90,850,14365
20140813,MROX-B,Stockholm,17.00,17.00,15.90,16.90,505,8355
20140812,MROX-B,Stockholm,16.90,17.00,16.90,17.00,2401,40739
20140808,MROX-B,Stockholm,15.90,16.90,15.80,16.90,4025,64097
20140804,MROX-B,Stockholm,16.00,16.00,16.00,16.00,700,11200
20140731,MROX-B,Stockholm,16.30,16.50,16.20,16.20,1195,19658
20140730,MROX-B,Stockholm,16.30,16.30,16.30,16.30,165,2689
20140728,MROX-B,Stockholm,18.00,18.00,16.10,17.00,6175,105987
20140725,MROX-B,Stockholm,18.60,18.80,18.30,18.30,1595,29701
20140724,MROX-B,Stockholm,18.80,18.90,18.50,18.80,5752,107778
20140723,MROX-B,Stockholm,17.20,18.80,17.20,18.50,5324,95795
20140722,MROX-B,Stockholm,16.00,17.20,16.00,17.20,2300,37740
20140721,MROX-B,Stockholm,16.00,16.00,16.00,16.00,100,1600
20140718,MROX-B,Stockholm,15.40,16.50,15.40,16.00,6294,100654
20140717,MROX-B,Stockholm,15.00,16.00,15.00,15.00,1577,23855
20140716,MROX-B,Stockholm,15.00,16.00,15.00,16.00,6296,96904
20140715,MROX-B,Stockholm,15.50,15.50,14.60,14.60,2922,44016
20140714,MROX-B,Stockholm,14.50,14.50,14.20,14.50,1518,21811
20140711,MROX-B,Stockholm,14.30,14.30,14.30,14.30,400,5720
20140710,MROX-B,Stockholm,14.60,15.00,14.30,15.00,3382,50240
20140708,MROX-B,Stockholm,15.00,15.00,15.00,15.00,2065,30975
20140707,MROX-B,Stockholm,16.00,16.00,14.55,15.00,8702,130737
20140704,MROX-B,Stockholm,16.00,16.00,16.00,16.00,355,5680
20140702,MROX-B,Stockholm,14.70,15.50,14.40,15.50,6670,97221
20140701,MROX-B,Stockholm,15.70,15.70,15.70,15.70,518,8132
20140630,MROX-B,Stockholm,15.80,15.80,14.50,15.70,11370,172809
20140627,MROX-B,Stockholm,13.20,18.00,13.20,15.90,56230,878573
20140626,MROX-B,Stockholm,13.15,13.15,13.00,13.00,750,9772
20140625,MROX-B,Stockholm,13.20,13.20,12.50,12.50,3365,42823
20140624,MROX-B,Stockholm,13.20,13.20,12.60,12.60,830,10806
20140623,MROX-B,Stockholm,13.20,13.20,13.20,13.20,520,6864
20140617,MROX-B,Stockholm,13.20,13.20,12.15,12.15,2050,25296
20140616,MROX-B,Stockholm,12.75,13.10,12.75,13.10,5260,67156
20140613,MROX-B,Stockholm,13.00,13.00,13.00,13.00,150,1950
20140612,MROX-B,Stockholm,12.80,13.20,12.80,13.20,5201,68113
20140611,MROX-B,Stockholm,12.75,13.00,12.75,13.00,820,10480
20140610,MROX-B,Stockholm,12.80,12.90,12.80,12.90,200,2570
20140609,MROX-B,Stockholm,12.80,12.80,12.80,12.80,600,7680
20140605,MROX-B,Stockholm,13.00,13.00,13.00,13.00,5000,65000
20140604,MROX-B,Stockholm,12.90,12.90,12.70,12.70,930,11957
20140603,MROX-B,Stockholm,12.60,13.00,12.55,12.90,2140,27367
20140602,MROX-B,Stockholm,13.00,13.00,12.60,12.60,7504,95202
20140530,MROX-B,Stockholm,12.90,13.00,12.70,12.70,6893,89010
20140528,MROX-B,Stockholm,13.40,13.40,13.40,13.40,4,53
20140526,MROX-B,Stockholm,12.70,13.00,12.70,13.00,3103,39739
20140523,MROX-B,Stockholm,13.00,13.00,12.55,12.55,4100,51566
20140522,MROX-B,Stockholm,13.40,13.40,13.10,13.10,4000,53300
20140521,MROX-B,Stockholm,13.60,13.60,13.00,13.00,1300,17260
20140520,MROX-B,Stockholm,13.50,13.60,13.50,13.60,5533,74728
20140519,MROX-B,Stockholm,12.60,13.00,12.60,13.00,2071,26855
20140515,MROX-B,Stockholm,13.00,13.00,12.80,12.80,3378,43709
20140513,MROX-B,Stockholm,12.80,13.00,12.80,13.00,10444,133892
20140512,MROX-B,Stockholm,13.20,13.20,12.40,12.40,1100,14189
20140508,MROX-B,Stockholm,13.35,13.55,13.35,13.55,1658,22425
20140507,MROX-B,Stockholm,13.65,13.65,13.35,13.60,4120,55326
20140506,MROX-B,Stockholm,13.35,13.90,13.35,13.65,12587,169399
20140505,MROX-B,Stockholm,12.20,14.00,12.20,13.35,16970,214389
20140502,MROX-B,Stockholm,12.00,12.35,11.65,12.35,8702,104499
20140430,MROX-B,Stockholm,12.30,12.30,12.00,12.00,4900,59430
20140429,MROX-B,Stockholm,12.60,12.80,12.45,12.45,1450,18345
20140428,MROX-B,Stockholm,12.45,12.45,12.45,12.45,611,7606
20140424,MROX-B,Stockholm,12.55,12.60,12.55,12.60,500,6280
20140422,MROX-B,Stockholm,12.70,12.70,11.85,12.60,4463,53194
20140415,MROX-B,Stockholm,11.85,12.60,11.85,12.60,1200,14970
20140414,MROX-B,Stockholm,12.40,12.40,11.80,12.30,3644,43903
20140410,MROX-B,Stockholm,12.70,12.75,12.70,12.75,1433,18239
20140409,MROX-B,Stockholm,12.70,12.75,12.70,12.75,3210,40816
20140408,MROX-B,Stockholm,12.30,12.30,12.30,12.30,500,6150
20140407,MROX-B,Stockholm,12.25,12.25,12.25,12.25,100,1225
20140404,MROX-B,Stockholm,12.95,12.95,12.35,12.35,2151,27854
20140403,MROX-B,Stockholm,12.85,13.00,12.85,13.00,1300,16763
20140402,MROX-B,Stockholm,12.40,12.95,12.40,12.95,4356,54664
20140401,MROX-B,Stockholm,12.95,12.95,12.35,12.35,2355,29351
20140331,MROX-B,Stockholm,12.90,12.90,12.40,12.40,10400,129420
